product_id,product_name,product_description,product_thumbnail,brand,standard_price,dimension,created_at,modified_at
50,"Voltas 1 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 123V Vectra Elegant, ...",Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,https://m.media-amazon.com/images/I/41LlSc9YsnL._AC_UL320_.jpg,Voltas,138,160.0 x 80.71 x 7.95,2017-10-09 22:13:23,2018-02-22 05:37:02
51,"Samsung 1 Ton 5 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2023 Model AR12CY5...","Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",https://m.media-amazon.com/images/I/51nHL0am-TL._AC_UL320_.jpg,Samsung,521,42.1 x 64.39 x 94.6,2022-09-07 22:18:41,2023-01-21 05:42:20
52,"Carrier 2 Ton 3 Star AI Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling,Dual Filtration with HD & PM 2.5 F...",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,https://m.media-amazon.com/images/I/41lrtqXPiWL._AC_UL320_.jpg,Carrier,531,178.4 x 70.52 x 42.46,2019-12-12 21:29:56,2020-04-26 04:53:35
53,"Lloyd 1.5 Ton 5 Star Fixed Speed Window Ac (Copper, 2023 Model, White With Silver Deco Strip, Glw18C5Xwgmr)",In congue. Etiam justo. Etiam pretium iaculis justo.,https://m.media-amazon.com/images/I/71wnwaJKh9L._AC_UL320_.jpg,Lloyd,128,23.9 x 39.77 x 9.2,2021-12-11 21:42:09,2022-04-26 05:05:48
54,"Lloyd 1.0 Ton 3 Star Fixed Speed Window AC (Copper, 2023 Model, White with Silver Deco Strip, GLW12C3XWSEW)","Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://m.media-amazon.com/images/I/81qXJbtSA6L._AC_UL320_.jpg,Lloyd,510,22.0 x 30.95 x 35.94,2021-04-23 11:46:04,2021-09-05 19:09:43
55,Panasonic 1 Ton 3 Star Wi-Fi Inverter Split Air Conditioner (White),Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,https://m.media-amazon.com/images/I/51oqlNHOBaL._AC_UL320_.jpg,Panasonic,661,74.6 x 25.9 x 35.57,2020-03-01 14:40:44,2020-07-14 22:04:23
56,"Whirlpool 1.0 Ton 5 Star, Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling Mode, HD Filter 2023 Model, S3I1...","Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",https://m.media-amazon.com/images/I/51xzmzjFS7L._AC_UL320_.jpg,Whirlpool,207,112.6 x 64.43 x 85.33,2016-09-20 18:13:43,2017-02-03 01:37:22
57,"Samsung 1.5 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Fil...","Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",https://m.media-amazon.com/images/I/71Dg20TjSpL._AC_UL320_.jpg,Samsung,339,16.6 x 48.77 x 78.39,2017-06-24 06:19:11,2017-11-06 13:42:50
58,"Haier 1.5 Ton 3 Star Frost Self Clean Inverter Split AC(100% Grooved copper, Super Anti-corrosion, 2023 Model, HSU17V-TMS3...",Sed ante. Vivamus tortor. Duis mattis egestas metus.,https://m.media-amazon.com/images/I/51WirkzK4JL._AC_UL320_.jpg,Haier,271,41.6 x 39.2 x 10.68,2020-07-20 23:42:13,2020-12-03 07:05:52
59,Hitachi Split Ac - 1.5 Ton Kiyora 5200Fx I Fresh Inverter - R32 - RSRG518FFEO (Gold),"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://m.media-amazon.com/images/I/417b-AztnjL._AC_UL320_.jpg,Hitachi,592,103.3 x 73.68 x 49.3,2021-11-30 20:19:02,2022-04-15 03:42:41
60,"Lloyd 2.0 Ton 5 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Gol...","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://m.media-amazon.com/images/I/318Bff9KCBL._AC_UL320_.jpg,Lloyd,623,55.5 x 76.79 x 46.2,2017-11-14 17:40:29,2018-03-30 01:04:08
61,"Samsung 1.5 Ton 5 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Fil...","Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://m.media-amazon.com/images/I/71orowaO-xL._AC_UL320_.jpg,Samsung,86,19.9 x 5.06 x 29.49,2022-05-30 16:44:49,2022-10-13 00:08:28
62,"Panasonic 1.5 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Wa...","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",https://m.media-amazon.com/images/I/61sbGpSQptL._AC_UL320_.jpg,Panasonic,163,36.0 x 81.39 x 39.69,2020-11-29 23:21:58,2021-04-14 06:45:37
63,"Blue Star 1.5 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",https://m.media-amazon.com/images/I/71mF5lrGA1L._AC_UL320_.jpg,Blue Star,421,198.7 x 33.43 x 39.1,2018-03-01 17:19:08,2018-07-15 00:42:47
64,"Blue Star 1.5 Ton 5 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...",Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,https://m.media-amazon.com/images/I/71DSyQO7qHL._AC_UL320_.jpg,Blue Star,264,128.4 x 32.36 x 33.86,2019-08-14 10:18:16,2019-12-27 17:41:55
65,"Panasonic 1 Ton 3 Star Inverter Split Air Conditioner (Copper, PM 2.5 Air Purification, 2022 Model, CS/CU-RU12XKYA, White)",Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,https://m.media-amazon.com/images/I/61mcsP4PwML._AC_UL320_.jpg,Panasonic,438,41.0 x 95.5 x 57.35,2016-07-13 22:18:54,2016-11-26 05:42:33
66,"Amazon Basics 1 Ton, 5 Star, Wi-Fi Enabled Smart(Alexa/Google Assistant), Single Rotary Inverter Split AC (Copper Condense...","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",https://m.media-amazon.com/images/I/51s3yrWntML._AC_UL320_.jpg,Amazon,126,64.9 x 47.09 x 60.91,2022-11-04 12:42:52,2023-03-19 20:06:31
67,"IFB 1 Ton 3 Star Twin Inverter Split Fastcool Silver Series AC (Copper, PM 0.3 Filter, IACI12SA3G3C, 2021 Model, Ivory Matte)","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://m.media-amazon.com/images/I/51mGLhKGN3L._AC_UL320_.jpg,IFB,234,57.2 x 21.27 x 17.91,2018-05-18 01:14:04,2018-09-30 08:37:43
68,"Samsung 1.5 Ton 5 Star Wi-fi Enabled, Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Ant...",Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,https://m.media-amazon.com/images/I/71bYME6CHEL._AC_UL320_.jpg,Samsung,344,185.8 x 93.43 x 39.3,2017-07-23 04:39:18,2017-12-05 12:02:57
69,"LG 1.5 Ton 3 Star DUAL Inverter Window AC (Copper, Convertible 4-in-1 cooling, HD Filter, 2022 Model, PW-Q18WUXA, White)","Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",https://m.media-amazon.com/images/I/51aDPQpzC2L._AC_UL320_.jpg,LG,454,32.2 x 56.9 x 34.15,2018-08-18 13:25:33,2018-12-31 20:49:12
70,"Lloyd 2.0 Ton 3 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Sil...",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,https://m.media-amazon.com/images/I/3194HYuCKML._AC_UL320_.jpg,Lloyd,589,14.3 x 47.83 x 41.31,2018-02-13 11:26:49,2018-06-28 18:50:28
71,"Lloyd 1.0 Ton 2 Star Fixed Speed Split AC (Copper, Anti-Viral + PM 2.5 Filter, 2023 Model, White, GLS12C2XWASD)","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",https://m.media-amazon.com/images/I/41pKfo8B+xL._AC_UL320_.jpg,Lloyd,545,73.4 x 21.77 x 69.42,2016-06-17 14:57:44,2016-10-30 22:21:23
72,"Voltas 2 Ton 5 Star, Inverter Split AC(Copper,4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 245V Vectra Plus, White)","Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",https://m.media-amazon.com/images/I/41M7ocgxanL._AC_UL320_.jpg,Voltas,354,95.3 x 89.42 x 83.3,2022-05-26 18:41:44,2022-10-09 02:05:23
73,"Lloyd 1.5 Ton 4 Star Fixed Speed Window Ac (Copper, 2023 Model, White With Golden Deco Strip, Glw18C4Ywgew)","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",https://m.media-amazon.com/images/I/61bAqnFCY8L._AC_UL320_.jpg,Lloyd,201,41.2 x 97.54 x 74.1,2017-04-19 10:15:54,2017-09-01 17:39:33
74,"Voltas 1.5 Ton 3 Star, Fixed Speed Window AC (Copper, Turbo Mode, 2023 Model, 183 Vectra Pearl, White)","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",https://m.media-amazon.com/images/I/61hrzDc3aTL._AC_UL320_.jpg,Voltas,347,138.6 x 13.99 x 77.32,2022-05-25 06:57:08,2022-10-07 14:20:47
75,"LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Vi...","Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,LG,512,148.4 x 41.76 x 5.45,2017-08-08 01:47:47,2017-12-21 09:11:26
76,"Voltas 1 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 123V Vectra Elite, Wh...","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",https://m.media-amazon.com/images/I/41e6oqY5-ZL._AC_UL320_.jpg,Voltas,651,171.9 x 71.98 x 30.04,2022-08-24 15:37:20,2023-01-06 23:00:59
77,"LG 1.5 Ton 3 Star Hot & Cold DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, 4 Way Swing & Anti Allergic...","Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,LG,528,141.7 x 77.48 x 11.11,2021-02-21 19:31:49,2021-07-07 02:55:28
78,"AmazonBasics 1 Ton 3 Star Split Ac (White, Copper, Anti Corrosion Coating)","Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://m.media-amazon.com/images/I/71Z9+rx576L._AC_UL320_.jpg,AmazonBasics,158,86.4 x 68.83 x 44.41,2021-06-12 12:41:39,2021-10-25 20:05:18
79,"Voltas 1.5 Ton 3 Star, Inverter Window AC (Copper, 2-in-1 Adjustable Mode, 2023 Model, 183V Vertis Elite, White)","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://m.media-amazon.com/images/I/61suRUG6A+L._AC_UL320_.jpg,Voltas,123,87.8 x 81.72 x 13.51,2018-03-09 11:50:28,2018-07-22 19:14:07
80,"Panasonic 1 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Way ...","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",https://m.media-amazon.com/images/I/61zXnk6ikEL._AC_UL320_.jpg,Panasonic,537,111.7 x 92.32 x 19.88,2016-10-26 05:50:54,2017-03-10 13:14:33
81,"Blue Star 1.5 Ton 5 Star Convertible 5 in 1 Cooling Inverter Split AC (Copper, 4 Way Swing, Stabalizer Free Operation, Dus...","Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",https://m.media-amazon.com/images/I/51PxFWmK-dL._AC_UL320_.jpg,Blue Star,541,84.0 x 71.45 x 54.1,2021-10-26 14:18:34,2022-03-10 21:42:13
82,"Samsung 2 Ton 3 Star Wi-fi Enabled Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2023...","Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://m.media-amazon.com/images/I/51pSParNYHL._AC_UL320_.jpg,Samsung,404,34.3 x 11.27 x 3.83,2016-09-03 05:25:59,2017-01-16 12:49:38
83,"LG 1 Ton 5 Star AI+ DUAL Inverter Wi-Fi Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Prot...","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",https://m.media-amazon.com/images/I/61eO9hzoLzL._AC_UL320_.jpg,LG,465,168.4 x 86.3 x 77.14,2019-05-05 03:30:55,2019-09-17 10:54:34
84,"Amazon Basics 1.5 Ton, 5 Star, Wi-Fi Enabled Smart(Alexa/Google Assistant), Twin Rotary Inverter Split AC (Copper Condense...","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",https://m.media-amazon.com/images/I/51s3yrWntML._AC_UL320_.jpg,Amazon,440,104.6 x 98.38 x 97.5,2020-08-11 01:34:40,2020-12-24 08:58:19
85,Hitachi Split Ac - 1.5 Ton Shizen 3100S  Inverter - R32 - RSQG318HFEOF (Gold),"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",https://m.media-amazon.com/images/I/417b-AztnjL._AC_UL320_.jpg,Hitachi,480,154.0 x 55.5 x 19.64,2020-06-10 20:45:17,2020-10-24 04:08:56
86,"Blue Star 0.8 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",https://m.media-amazon.com/images/I/61QqYXeyX6L._AC_UL320_.jpg,Blue Star,193,9.4 x 67.91 x 56.58,2019-05-01 02:39:48,2019-09-13 10:03:27
87,Voltas 1 Ton 3 Star Window AC (123 Lyi/123 LZF White),"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",https://m.media-amazon.com/images/I/71ovlk0vAwL._AC_UL320_.jpg,Voltas,651,193.9 x 17.97 x 14.34,2021-08-02 02:23:29,2021-12-15 09:47:08
88,"Cruise 1 Ton [Portable Antibacterial Coating, Dust Filter, Air Purifier, Dehumidifier Portable Ac (Copper, Cpcatf-Pq3S12, ...","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",https://m.media-amazon.com/images/I/61wH+RMNHLL._AC_UL320_.jpg,Cruise,359,156.8 x 50.36 x 99.54,2017-07-20 18:32:18,2017-12-03 01:55:57
89,"Panasonic 2 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Way ...","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",https://m.media-amazon.com/images/I/61ZzcguzB1L._AC_UL320_.jpg,Panasonic,421,196.9 x 87.46 x 55.99,2022-11-02 11:51:40,2023-03-17 19:15:19
